Provider ID,City,Store name,Address,Latitude,Longitude,Manual_radius_km,Est_CPO_EUR
832682,Kyiv,"ФОРА вул. Романа Мстиславича, 28А","Київ, вул. Романа Мстиславича, 28А",50.470127,30.610708,1.3,1.94
862681,Kyiv,"ФОРА вул. Каховська, 62-А","Київ, вул. Каховська, 62-А",50.46252,30.592626,1.3,1.94
502674,Kyiv,"ФОРА вул. Голосіївська, 18","Київ, вул. Голосіївська, 18",50.399147,30.515973,1.3,1.94
532674,Kyiv,"ФОРА вул. Жуля Верна, 13","Київ, вул. Жуля Верна, 13",50.435376,30.367417,1.3,1.94
472666,Kyiv,"ФОРА бульв. Русанівський, 12","Київ, бульв. Русанівський, 12",50.437925,30.596074,1.3,1.94
622700,Kyiv,"ФОРА вул. Максимовича, 26Б","Київ, вул. Максимовича, 26Б",50.392663,30.473773,1.3,1.94
382680,Kyiv,"ФОРА вул. Світличного, 4","Київ, вул. Світличного, 4",50.435796,30.455134,1.4,1.95
412679,Kyiv,"ФОРА Княгині Ольги, 67","Петропавлівська Борщагівка, Княгині Ольги, 67",50.425343,30.332367,1.8,2.02
952671,Kyiv,"ФОРА просп. Володимира Івасюка, 39В","Київ, просп. Володимира Івасюка, 39В",50.51565,30.503752,1.5,1.97
352676,Kyiv,"ФОРА просп. Оболонський, 51В","Київ, просп. Оболонський, 51В",50.524476,30.498955,1.5,1.97
262695,Kyiv,"ФОРА вул. Бальзака, 85","Київ, вул. Бальзака, 85",50.531137,30.607839,1.4,1.95
742691,Kyiv,"ФОРА вул. Парково-Сирецька, 1","Київ, вул. Парково-Сирецька, 1",50.469549,30.443493,1.6,1.98
1042656,Kyiv,"ФОРА вул. Ясна, 8","Київ, вул. Ясна, 8",50.407025,30.490125,1.3,1.94
592688,Kyiv,"ФОРА вул. Братства тарасівців, 3","Київ, вул. Братства тарасівців, 3",50.406341,30.656441,1.6,1.98
862682,Kyiv,"ФОРА просп. Шухевича Романа, 12","Київ, просп. Шухевича Романа, 12",50.494771,30.581839,1.5,1.97
952672,Kyiv,"ФОРА вул. Грушевського, 12","Чайки, вул. Грушевського, 12",50.438825,30.282369,2.1,2.06
562672,Kyiv,"ФОРА просп. Повітряних Сил, 44","Київ, просп. Повітряних Сил, 44",50.426411,30.460838,1.4,1.95
592689,Kyiv,"ФОРА вул. Біличанська, 1","Київ, вул. Біличанська, 1",50.458651,30.371274,2.1,2.06
