City,Store name,Address,Latitude,Longitude,Radius_OptionA_cityUniform_km,Radius_OptionB_perStore_km,Radius_OptionC_countryUnified_km,OptionB_demand_reach_%,OptionB_cannibalization_%,OptionB_CPO_EUR
Kyiv,"ФОРА просп. Повітряних Сил, 44","Київ, просп. Повітряних Сил, 44",50.426411,30.460838,1.5,1.4,1.6,1.3,100.0,1.952
Kyiv,"ФОРА вул. Біличанська, 1","Київ, вул. Біличанська, 1",50.458651,30.371274,1.5,1.5,1.6,1.4,98.3,1.968
Kyiv,"ФОРА Столичне шосе, 1","Київ, Столичне шосе, 1",50.393072,30.557824,1.5,1.3,1.6,0.4,100.0,1.936
Kyiv,"ФОРА вул. Йорданська, 10","Київ, вул. Йорданська, 10",50.493361,30.510853,1.5,2.1,1.6,2.3,89.0,2.064
Kyiv,"ФОРА вул. Князя Мономаха, 31","Київ, вул. Князя Мономаха, 31",50.469468,30.485904,1.5,1.5,1.6,1.4,100.0,1.968
Kyiv,"ФОРА просп. Оболонський, 26","Київ, просп. Оболонський, 26",50.513282,30.499645,1.5,1.5,1.6,1.4,95.3,1.968
Kyiv,"ФОРА вул. Олеся, 8/17","Київ, вул. Олеся, 8/17",50.503553,30.410744,1.5,1.6,1.6,1.6,78.8,1.984
Kyiv,"ФОРА вул. Амосова, 67","Софіївська Борщагівка, вул. Амосова, 67",50.395956,30.389551,1.5,1.4,1.6,1.2,100.0,1.952
Kyiv,"ФОРА вул. Брайчевського, 13","Київ, вул. Брайчевського, 13",50.449401,30.446593,1.5,1.3,1.6,1.1,100.0,1.936
Kyiv,"ФОРА вул. Зодчих, 62","Київ, вул. Зодчих, 62",50.432177,30.362651,1.5,1.3,1.6,1.1,100.0,1.936
Kyiv,"ФОРА просп. Миру, 4","Київ, просп. Миру, 4",50.443404,30.622747,1.5,1.3,1.6,1.1,100.0,1.936
Kyiv,"ФОРА вул. Кибальчича, 23","Київ, вул. Кибальчича, 23",50.493487,30.604824,1.5,1.4,1.6,1.2,99.4,1.952
Kyiv,"ФОРА просп. Воскресенський, 32","Київ, просп. Воскресенський, 32",50.482842,30.594295,1.5,1.4,1.6,1.2,100.0,1.952
Kyiv,"ФОРА вул. Теліги, 31/1","Київ, вул. Теліги, 31/1",50.477433,30.449826,1.5,1.3,1.6,1.1,94.7,1.936
Kyiv,"ФОРА вул. Преображенська, 7","Київ, вул. Преображенська, 7",50.425344,30.472381,1.5,1.4,1.6,1.2,100.0,1.952
Kyiv,"ФОРА вул. Крушельницької, 1","Нове, вул. Крушельницької, 1",50.320939,30.312411,1.5,1.3,1.6,1.0,81.7,1.936
Kyiv,"ФОРА вул. Воскресенська, 2В","Київ, вул. Воскресенська, 2В",50.466359,30.601405,1.5,1.3,1.6,1.1,100.0,1.936
Kyiv,"ФОРА вул. Вишняківська, 17","Київ, вул. Вишняківська, 17",50.394378,30.643851,1.5,1.3,1.6,1.0,100.0,1.936
Kyiv,"ФОРА вул. Маланюка, 101","Київ, вул. Маланюка, 101",50.460723,30.584292,1.5,1.3,1.6,0.8,96.9,1.936
Kyiv,"ФОРА Столичне шосе, 1 П10","Київ, Столичне шосе, 1 П10",50.39319,30.557572,1.5,1.3,1.6,0.4,100.0,1.936
Kyiv,"ФОРА вул. Житня, 12","Софіївська Борщагівка, вул. Житня, 12",50.401255,30.38323,1.5,1.4,1.6,1.2,100.0,1.952
Kyiv,"ФОРА вул. Солов'яненка, 7","Київ, вул. Солов'яненка, 7",50.463388,30.618756,1.5,1.3,1.6,1.1,100.0,1.936
Kyiv,"ФОРА вул. Чорних Запорожців, 21","Київ, вул. Чорних Запорожців, 21",50.480223,30.60539,1.5,1.3,1.6,1.1,100.0,1.936
Kyiv,"ФОРА вул. Райдужна, 67","Київ, вул. Райдужна, 67",50.476332,30.590317,1.5,1.4,1.6,1.2,96.1,1.952
Kyiv,"ФОРА вул. Світлицького, 23","Київ, вул. Світлицького, 23",50.511744,30.431383,1.5,1.3,1.6,1.1,100.0,1.936
Kyiv,"ФОРА пров. Балтійський, 3А","Київ, пров. Балтійський, 3А",50.498676,30.466995,1.5,1.3,1.6,1.1,59.5,1.936
Kyiv,"ФОРА вул. Княжий Затон, 2/30","Київ, вул. Княжий Затон, 2/30",50.404846,30.629522,1.5,1.4,1.6,1.2,100.0,1.952
Kyiv,"ФОРА бульв. Приозерний, 6","Гатне, бульв. Приозерний, 6",50.359831,30.414303,1.5,1.5,1.6,1.4,84.2,1.968
Kyiv,"ФОРА вул. Ново-Дарницька, 27","Київ, вул. Ново-Дарницька, 27",50.427922,30.662498,1.5,1.5,1.6,1.1,100.0,1.968
Kyiv,"ФОРА бульв. Вірського, 37","Київ, бульв. Вірського, 37",50.468806,30.414278,1.5,1.4,1.6,1.2,100.0,1.952
Kyiv,"ФОРА вул. Заболотного, 1-А","Київ, вул. Заболотного, 1-А",50.370245,30.461251,1.5,1.6,1.6,1.5,80.8,1.984
Kyiv,"ФОРА вул. Тростянецька, 4/2","Київ, вул. Тростянецька, 4/2",50.414722,30.649094,1.5,1.6,1.6,1.6,97.0,1.984
Kyiv,"ФОРА просп. Повітряних Сил, 56-Б","Київ, просп. Повітряних Сил, 56-Б",50.423289,30.455239,1.5,1.5,1.6,1.4,97.7,1.968
Kyiv,"ФОРА бульв. Дарницький, 23","Київ, бульв. Дарницький, 23",50.463649,30.609801,1.5,1.3,1.6,1.1,100.0,1.936
Kyiv,"ФОРА вул. Чибінєєвих Братів, 8-А","Київ, вул. Чибінєєвих Братів, 8-А",50.404018,30.673542,1.5,1.6,1.6,1.6,80.5,1.984
Kyiv,"ФОРА вул. Трускавецька, 8","Київ, вул. Трускавецька, 8",50.402703,30.610517,1.5,1.8,1.6,1.7,96.7,2.016
Kyiv,"ФОРА вул. Дмитрівська, 96-98","Київ, вул. Дмитрівська, 96-98",50.456201,30.487426,1.5,1.4,1.6,1.3,100.0,1.952
Kyiv,"ФОРА вул. Єфремова, 23","Київ, вул. Єфремова, 23",50.463587,30.342302,1.5,1.4,1.6,1.0,93.8,1.952
Kyiv,"ФОРА вул. Ревуцького, 52","Київ, вул. Ревуцького, 52",50.392853,30.652882,1.5,1.4,1.6,1.0,94.5,1.952
Kyiv,"ФОРА вул. Гоголя, 50-Б","Боярка, вул. Гоголя, 50-Б",50.335727,30.283655,1.5,1.4,1.6,1.1,100.0,1.952
Kyiv,"ФОРА вул. Чубинського, 8-А","Софіївська Борщагівка, вул. Чубинського, 8-А",50.401198,30.36395,1.5,1.4,1.6,1.2,92.7,1.952
Kyiv,"ФОРА вул. Володимирська, 1","Крюківщина, вул. Володимирська, 1",50.365079,30.355971,1.5,1.4,1.6,1.2,63.0,1.952
Kyiv,"ФОРА вул. Шевченка, 178-А","Тарасівка, вул. Шевченка, 178-А",50.343599,30.33722,1.5,2.1,1.6,2.5,33.6,2.064
Kyiv,"ФОРА вул. Куліша, 15-А","Київ, вул. Куліша, 15-А",50.461021,30.591631,1.5,1.3,1.6,1.0,100.0,1.936
Kyiv,"ФОРА вул. Крістерів, 16","Київ, вул. Крістерів, 16",50.500427,30.421012,1.5,1.5,1.6,1.4,99.4,1.968
Kyiv,"ФОРА вул. Сагайдачного, 20А","Софіївська Борщагівка, вул. Сагайдачного, 20А",50.404432,30.335944,1.5,1.5,1.6,1.4,100.0,1.968
Kyiv,"ФОРА вул. Тичини, 15 А","Київ, вул. Тичини, 15 А",50.431918,30.610421,1.5,1.3,1.6,1.1,100.0,1.936
Kyiv,"ФОРА вул. Соборності, 53-А","Боярка, вул. Соборності, 53-А",50.331592,30.27507,1.5,1.3,1.6,0.7,95.3,1.936
Kyiv,"ФОРА Голосіївський, 104","Київ, Голосіївський, 104",50.388863,30.495911,1.5,1.3,1.6,0.9,100.0,1.936
Kyiv,"ФОРА вул. Алматинська, 35А","Київ, вул. Алматинська, 35А",50.442927,30.658611,1.5,1.5,1.6,0.9,100.0,1.968
Kyiv,"ФОРА вул. Шолуденка, 16","Київ, вул. Шолуденка, 16",50.454432,30.479125,1.5,1.4,1.6,1.3,100.0,1.952
Kyiv,"ФОРА вул. Стальського, 23","Київ, вул. Стальського, 23",50.48252,30.590566,1.5,1.4,1.6,1.3,100.0,1.952
Kyiv,"ФОРА просп. Навої Алішера, 76","Київ, просп. Навої Алішера, 76",50.473009,30.601271,1.5,1.3,1.6,1.1,100.0,1.936
Kyiv,"ФОРА вул. Стальського, 23","Київ, вул. Стальського, 23",50.48252,30.590566,1.5,1.4,1.6,1.3,100.0,1.952
Kyiv,"ФОРА вул. О.Левицького, 19","Київ, вул. О.Левицького, 19",50.4795264,30.6289909,1.5,1.3,1.6,1.1,100.0,1.936
Irpin,"ФОРА вул. Яблунська, 203 Б","Буча, вул. Яблунська, 203 Б",50.54053,30.224546,2.3,2.3,1.6,30.9,86.6,2.353
Irpin,"ФОРА вул. Рекунова, 1","Гостомель, вул. Рекунова, 1",50.565321,30.267923,2.3,2.3,1.6,19.8,98.1,2.353
Irpin,"ФОРА вул. Св-Покровська, 73в","Гостомель, вул. Св-Покровська, 73в",50.571692,30.267488,2.3,2.2,1.6,16.6,88.9,2.337
Irpin,"ФОРА вул. Склозаводська, 10 Б","Буча, вул. Склозаводська, 10 Б",50.533414,30.199077,2.3,1.4,1.6,8.6,100.0,2.209
Irpin,"ФОРА вул. Центральна, 29","Ірпінь, вул. Центральна, 29",50.520351,30.246475,2.3,1.4,1.6,10.7,100.0,2.209
Irpin,"ФОРА вул. Університетська, 2Ф/3","Ірпінь, вул. Університетська, 2Ф/3",50.505601,30.234309,2.3,1.8,1.6,12.7,55.6,2.273
Irpin,"ФОРА вул. Ново-Оскольська, 2П","Ірпінь, вул. Ново-Оскольська, 2П",50.519553,30.210561,2.3,1.4,1.6,11.2,99.3,2.209
Irpin,"ФОРА вул. Г. Сковороди, 11","Ірпінь, вул. Г. Сковороди, 11",50.519669,30.20226,2.3,1.3,1.6,8.1,97.2,2.193
Irpin,"ФОРА Гостомельське шосе, 1","Гостомель, Гостомельське шосе, 1",50.555318,30.274958,2.3,1.9,1.6,13.7,93.0,2.289
Irpin,"ФОРА вул. Антонова, 6","Ірпінь, вул. Антонова, 6",50.520671,30.248919,2.3,1.4,1.6,10.1,100.0,2.209
Irpin,"ФОРА вул. Гмирі, 7-Б","Буча, вул. Гмирі, 7-Б",50.540859,30.19152,2.3,1.4,1.6,6.1,89.2,2.209
Irpin,"ФОРА вул. Котляревського, 56","Ірпінь, вул. Котляревського, 56",50.537363,30.256717,2.3,1.5,1.6,12.9,82.9,2.225
Irpin,"ФОРА вул. Соборна, 160 Б","Ірпінь, вул. Соборна, 160 Б",50.536782,30.232834,2.3,2.0,1.6,23.1,100.0,2.305
Brovary,"ФОРА вул. Броварської сотні, 12","Бровари, вул. Броварської сотні, 12",50.511072,30.833284,1.8,2.0,1.6,39.2,81.4,1.942
Brovary,"ФОРА вул. Грушевського, 17","Бровари, вул. Грушевського, 17",50.506377,30.779622,1.8,1.5,1.6,25.1,89.3,1.862
Brovary,"ФОРА вул. Шевченка, 10-В","Бровари, вул. Шевченка, 10-В",50.509405,30.76839,1.8,1.4,1.6,19.1,100.0,1.846
Brovary,"ФОРА вул. Київська, 92","Бровари, вул. Київська, 92",50.495527,30.757473,1.8,1.3,1.6,13.9,83.9,1.83
Brovary,"ФОРА вул. Оникієнка Олега, 20/2","Бровари, вул. Оникієнка Олега, 20/2",50.509448,30.820026,1.8,1.7,1.6,32.7,96.8,1.894
Brovary,"ФОРА бульв. Незалежності, 7","Бровари, бульв. Незалежності, 7",50.515005,30.795966,1.8,1.4,1.6,22.7,100.0,1.846
Brovary,"ФОРА вул. Київська, 4","Бровари, вул. Київська, 4",50.491274,30.74231,1.8,1.3,1.6,5.7,100.0,1.83
Brovary,"ФОРА вул. Москаленка, 39","Бровари, вул. Москаленка, 39",50.504517,30.831982,1.8,1.8,1.6,28.1,100.0,1.91
Brovary,"ФОРА вул. Чорновола, 6","Бровари, вул. Чорновола, 6",50.516511,30.780201,1.8,1.4,1.6,20.0,100.0,1.846
Brovary,"ФОРА вул. Чубинського, 3","Бровари, вул. Чубинського, 3",50.525848,30.788954,1.8,1.4,1.6,13.9,91.4,1.846
Brovary,"ФОРА вул. Соборна, 20","Бровари, вул. Соборна, 20",50.519518,30.783686,1.8,1.4,1.6,18.2,100.0,1.846
Brovary,"ФОРА вул. Симоненка, 2-А","Бровари, вул. Симоненка, 2-А",50.50958,30.773271,1.8,1.4,1.6,21.0,100.0,1.846
Boryspil,"ФОРА Київський шлях, 100","Бориспіль, Київський шлях, 100",50.346641,30.957306,2.7,1.9,1.6,36.0,91.8,1.69
Boryspil,"ФОРА Київський шлях, 90","Бориспіль, Київський шлях, 90",50.347524,30.955814,2.7,1.8,1.6,32.8,100.0,1.674
Boryspil,"ФОРА вул. Момота, 42/5","Бориспіль, вул. Момота, 42/5",50.352413,30.930908,2.7,1.4,1.6,15.2,89.8,1.611
Boryspil,"ФОРА вул. Калмикова, 2","Бориспіль, вул. Калмикова, 2",50.376094,30.95981,2.7,3.1,1.6,54.8,47.9,1.881
Boryspil,"ФОРА вул. Головатого, 30","Бориспіль, вул. Головатого, 30",50.362441,30.940391,2.7,1.4,1.6,19.9,100.0,1.611
Boryspil,"ФОРА Київський шлях, 60","Бориспіль, Київський шлях, 60",50.352522,30.948933,2.7,1.6,1.6,26.0,100.0,1.642
Boryspil,"ФОРА Київський шлях, 14Ж","Бориспіль, Київський шлях, 14Ж",50.357533,30.941079,2.7,1.4,1.6,19.9,100.0,1.611
Bila Tserkva,"ФОРА Сквирське шосе, 260-А","Біла Церква, Сквирське шосе, 260-А",49.817743,30.06562,2.2,1.4,1.6,14.8,45.0,1.671
Bila Tserkva,"ФОРА вул. Павліченко, 63","Біла Церква, вул. Павліченко, 63",49.788503,30.128535,2.2,2.3,1.6,48.1,93.6,1.814
Bila Tserkva,"ФОРА бульв. Олександрійс, 58Г","Біла Церква, бульв. Олександрійс, 58Г",49.811508,30.091642,2.2,1.8,1.6,27.1,31.5,1.735
Bila Tserkva,"ФОРА просп. Незалежності, 57","Біла Церква, просп. Незалежності, 57",49.785436,30.1598909,2.2,2.2,1.6,23.3,63.9,1.798
Bila Tserkva,"ФОРА вул. Шевченка, 87","Біла Церква, вул. Шевченка, 87",49.786238,30.129448,2.2,2.2,1.6,43.5,99.3,1.798
Rivne,"ФОРА Київська, 10","Рівне, Київська, 10",50.616112,26.275026,2.6,2.5,1.6,44.9,88.5,1.818
Rivne,"ФОРА вул. Сагайдачного, 4А","Рівне, вул. Сагайдачного, 4А",50.62188,26.244993,2.6,1.5,1.6,21.9,91.0,1.658
Rivne,"ФОРА вул. Соборна, 289-А","Рівне, вул. Соборна, 289-А",50.643832,26.1989,2.6,3.0,1.6,24.3,47.7,1.897
Rivne,"ФОРА вул. Княгині Ольги, 1","Рівне, вул. Княгині Ольги, 1",50.616881,26.265859,2.6,2.1,1.6,42.0,99.4,1.754
Rivne,"ФОРА вул. Теліги, 21-А","Рівне, вул. Теліги, 21-А",50.620945,26.219524,2.6,1.6,1.6,23.8,72.0,1.674
Zhytomyr,"ФОРА вул. Лятошинського, 2","Житомир, вул. Лятошинського, 2",50.254736,28.665644,1.4,3.0,1.6,68.4,55.8,1.85
Zhytomyr,"ФОРА вул. Кибальчича, 9","Житомир, вул. Кибальчича, 9",50.241803,28.706566,1.4,1.3,1.6,7.9,69.2,1.579
Zhytomyr,"ФОРА вул. Сльоти, 60А","Житомир, вул. Сльоти, 60А",50.259399,28.699959,1.4,1.4,1.6,15.6,92.2,1.595
Zhytomyr,"ФОРА вул. Київська, 106","Житомир, вул. Київська, 106",50.266255,28.689102,1.4,1.4,1.6,16.8,97.8,1.595
Zhytomyr,"ФОРА вул. Чуднівська, 94","Житомир, вул. Чуднівська, 94",50.245542,28.641881,1.4,1.6,1.6,17.9,88.4,1.627
Vinnytsia,"ФОРА Черновола Вячеслава, 29б","Вінниця, Черновола Вячеслава, 29б",49.243268,28.475425,3.2,3.4,1.6,53.0,54.3,2.003
Vinnytsia,"ФОРА вул. 600-річчя, 17","Вінниця, вул. 600-річчя, 17",49.229774,28.426206,3.2,3.5,1.6,50.8,37.3,2.019
Vinnytsia,"ФОРА просп. Коцюбинського, 2-А","Вінниця, просп. Коцюбинського, 2-А",49.239708,28.508201,3.2,1.6,1.6,12.1,100.0,1.716
Vinnytsia,"ФОРА Л.Лук'яненка, 14-Д","Вінниця, Л.Лук'яненка, 14-Д",49.242379,28.526972,3.2,2.0,1.6,10.0,72.5,1.78
Vyshhorod,"ФОРА Свято-Покровська, 222","Нові Петрівці, Свято-Покровська, 222",50.627781,30.442765,2.0,2.0,1.6,34.8,25.7,3.799
Vyshhorod,"ФОРА вул. Ягідна, 5а","Вишгород, вул. Ягідна, 5а",50.596159,30.451334,2.0,2.6,1.6,54.2,48.0,3.894
Vyshhorod,"ФОРА просп. Івана Мазепи, 2-А","Вишгород, просп. Івана Мазепи, 2-А",50.583679,30.487348,2.0,2.0,1.6,35.3,48.4,3.799
Chernihiv,"ФОРА просп. Миру, 68","Чернігів, просп. Миру, 68",51.503003,31.281951,4.6,3.5,1.6,73.4,0.0,2.241
